CVE_ID,Title,CVSS_Score,EPSS_Score,Severity,Risk_Score,KEV,NVD_Status,Premium_Tier,Intelligence_Richness,Published_At,Source_URL,NVD_URL
CVE-2026-50219,Medium: Expat Use-After-Free Vulnerability (CVE-2026-50219),4.9,0.1,MEDIUM,4.0,NO,PRELIMINARY,GOLD,5.5,2026-06-21T15:58:59Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-50219,https://nvd.nist.gov/vuln/detail/CVE-2026-50219
CVE-2026-8157,CVE-2026-8157: The Vitepos  WordPress plugin before 3.4.2 does not properly restrict the roles that ,8.8,,HIGH,8.832,NO,PRELIMINARY,GOLD,5.0,2026-06-22T06:16:29.000,https://nvd.nist.gov/vuln/detail/CVE-2026-8157,https://nvd.nist.gov/vuln/detail/CVE-2026-8157
CVE-2026-12806,CVE-2026-12806: A vulnerability has been found in Edimax BR-6478AC V2 1.23. The impacted element is ,7.2,,HIGH,8.832,NO,PRELIMINARY,GOLD,5.0,2026-06-21T20:16:27.497,https://nvd.nist.gov/vuln/detail/CVE-2026-12806,https://nvd.nist.gov/vuln/detail/CVE-2026-12806
CVE-2026-56396,CVE-2026-56396: phpMyFAQ before 4.1.4 contains missing authorization vulnerabilities in editUser() a,7.8,,HIGH,8.832,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:26.660,https://nvd.nist.gov/vuln/detail/CVE-2026-56396,https://nvd.nist.gov/vuln/detail/CVE-2026-56396
CVE-2026-11373,"CVE-2026-11373: Net::Statsite::Client versions through 1.1.0 for Perl allow metric injections.

Net:",9.1,,HIGH,8.532,NO,PRELIMINARY,GOLD,5.0,2026-06-22T12:16:24.243,https://nvd.nist.gov/vuln/detail/CVE-2026-11373,https://nvd.nist.gov/vuln/detail/CVE-2026-11373
CVE-2025-71378,CVE-2025-71378: picklescan before 0.0.30 fails to detect cProfile.runctx function calls in pickle fi,8.1,,HIGH,8.155,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:23.140,https://nvd.nist.gov/vuln/detail/CVE-2025-71378,https://nvd.nist.gov/vuln/detail/CVE-2025-71378
CVE-2023-45796,CVE-2023-45796: A stored cross-site scripting vulnerability in the Runtime component of Pilz PASvisu,8.1,,HIGH,8.132,NO,PRELIMINARY,GOLD,5.0,2026-06-22T10:16:17.513,https://nvd.nist.gov/vuln/detail/CVE-2023-45796,https://nvd.nist.gov/vuln/detail/CVE-2023-45796
CVE-2025-66336,CVE-2025-66336: Apache Doris MCP Server contains a SQL injection vulnerability in a metadata query p,8.1,,HIGH,8.132,NO,PRELIMINARY,GOLD,5.0,2026-06-22T08:16:36.390,https://nvd.nist.gov/vuln/detail/CVE-2025-66336,https://nvd.nist.gov/vuln/detail/CVE-2025-66336
CVE-2026-56397,CVE-2026-56397: SiYuan before v3.6.1 fails to sanitize package metadata and README content in the Ba,9.8,,HIGH,8.053,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:26.783,https://nvd.nist.gov/vuln/detail/CVE-2026-56397,https://nvd.nist.gov/vuln/detail/CVE-2026-56397
CVE-2026-56395,CVE-2026-56395: SiYuan before v3.6.1 fails to sanitize package metadata and README content in the Ba,9.8,,HIGH,8.053,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:26.530,https://nvd.nist.gov/vuln/detail/CVE-2026-56395,https://nvd.nist.gov/vuln/detail/CVE-2026-56395
CVE-2026-56265,CVE-2026-56265: Crawl4AI before 0.8.7 contains an authentication bypass vulnerability due to a hardc,7.5,,HIGH,8.032,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:24.980,https://nvd.nist.gov/vuln/detail/CVE-2026-56265,https://nvd.nist.gov/vuln/detail/CVE-2026-56265
CVE-2023-45795,CVE-2023-45795: A cross-site scripting vulnerability in the Builder Component of Pilz PASvisu before,7.8,,HIGH,7.84,NO,PRELIMINARY,GOLD,5.0,2026-06-22T10:16:16.470,https://nvd.nist.gov/vuln/detail/CVE-2023-45795,https://nvd.nist.gov/vuln/detail/CVE-2023-45795
CVE-2026-56239,CVE-2026-56239: Capgo before 12.128.2 contains a potential privilege escalation vulnerability in the,7.6,,HIGH,7.632,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:24.457,https://nvd.nist.gov/vuln/detail/CVE-2026-56239,https://nvd.nist.gov/vuln/detail/CVE-2026-56239
CVE-2026-12581,CVE-2026-12581: EasyFlow .NET developed by Digiwin has a Session Fixation vulnerability. If unauthen,7.5,,HIGH,7.532,NO,PRELIMINARY,GOLD,5.0,2026-06-22T10:16:18.260,https://nvd.nist.gov/vuln/detail/CVE-2026-12581,https://nvd.nist.gov/vuln/detail/CVE-2026-12581
CVE-2026-56253,CVE-2026-56253: Capgo before 12.128.2 contains an improper access control vulnerability in the publi,9.1,,HIGH,7.532,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:24.850,https://nvd.nist.gov/vuln/detail/CVE-2026-56253,https://nvd.nist.gov/vuln/detail/CVE-2026-56253
CVE-2026-56242,CVE-2026-56242: Capgo before 12.128.2 contains an unauthenticated security definer RPC function get_,7.5,,HIGH,7.532,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:24.583,https://nvd.nist.gov/vuln/detail/CVE-2026-56242,https://nvd.nist.gov/vuln/detail/CVE-2026-56242
CVE-2026-56382,CVE-2026-56382: Craft CMS (composer package craftcms/cms) versions >= 5.5.0 and <= 5.9.13 contain a ,9.8,,HIGH,7.24,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:25.757,https://nvd.nist.gov/vuln/detail/CVE-2026-56382,https://nvd.nist.gov/vuln/detail/CVE-2026-56382
CVE-2026-4259,CVE-2026-4259: The ultimate-woocommerce-auction-pro WordPress plugin through 2.4.5 does not sanitise,7.1,,HIGH,7.14,NO,PRELIMINARY,GOLD,5.0,2026-06-22T06:16:21.153,https://nvd.nist.gov/vuln/detail/CVE-2026-4259,https://nvd.nist.gov/vuln/detail/CVE-2026-4259
CVE-2026-6858,CVE-2026-6858: The Transbank Webpay WordPress plugin before 1.14.0 does not sanitize and escape logs,7.1,,HIGH,7.132,NO,PRELIMINARY,GOLD,5.0,2026-06-22T06:16:21.263,https://nvd.nist.gov/vuln/detail/CVE-2026-6858,https://nvd.nist.gov/vuln/detail/CVE-2026-6858
CVE-2026-54293,CVE-2026-54293 - NLTK: URL-Encoded Path Traversal in nltk.data.load() Allows Arbitrary Local File Re,7.5,,HIGH,7.05,NO,PRELIMINARY,GOLD,5.0,2026-06-22T17:25:05Z,https://cvefeed.io/vuln/detail/CVE-2026-54293,https://nvd.nist.gov/vuln/detail/CVE-2026-54293
CVE-2026-54298,CVE-2026-54298 - Astro: XSS via Unescaped Attribute Names in Spread Props,4.2,,HIGH,7.04,NO,PRELIMINARY,GOLD,5.0,2026-06-22T17:33:15Z,https://cvefeed.io/vuln/detail/CVE-2026-54298,https://nvd.nist.gov/vuln/detail/CVE-2026-54298
CVE-2026-11834,CVE-2026-11834 - Unauthenticated Command Injection via DHCP Option Handling in Multiple TP-Link Rout,7.5,,HIGH,7.032,NO,PRELIMINARY,GOLD,5.0,2026-06-22T17:53:48Z,https://cvefeed.io/vuln/detail/CVE-2026-11834,https://nvd.nist.gov/vuln/detail/CVE-2026-11834
CVE-2026-56251,CVE-2026-56251: Capgo before 12.128.2 contains a broken row level security policy in the org_users t,9.8,,MEDIUM,6.54,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:24.713,https://nvd.nist.gov/vuln/detail/CVE-2026-56251,https://nvd.nist.gov/vuln/detail/CVE-2026-56251
CVE-2026-56394,CVE-2026-56394: Craft CMS from 4.0.0-RC1 contains an authenticated path traversal vulnerability in t,7.5,,MEDIUM,6.532,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:26.403,https://nvd.nist.gov/vuln/detail/CVE-2026-56394,https://nvd.nist.gov/vuln/detail/CVE-2026-56394
CVE-2026-56229,CVE-2026-56229: Capgo before 12.128.2 contains an authorization bypass vulnerability in the /build/s,6.5,,MEDIUM,6.532,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:24.120,https://nvd.nist.gov/vuln/detail/CVE-2026-56229,https://nvd.nist.gov/vuln/detail/CVE-2026-56229
CVE-2026-12805,CVE-2026-12805: A flaw has been found in OFFIS DCMTK up to 3.7.0. The affected element is the functi,7.2,,MEDIUM,6.355,NO,PRELIMINARY,GOLD,5.0,2026-06-21T20:16:27.343,https://nvd.nist.gov/vuln/detail/CVE-2026-12805,https://nvd.nist.gov/vuln/detail/CVE-2026-12805
CVE-2026-12814,CVE-2026-12814: A flaw has been found in Comfast CF-WR631AX V3 up to 2.7.0.8. This issue affects the,6.3,,MEDIUM,6.342,NO,PRELIMINARY,GOLD,5.0,2026-06-21T23:16:44.217,https://nvd.nist.gov/vuln/detail/CVE-2026-12814,https://nvd.nist.gov/vuln/detail/CVE-2026-12814
CVE-2026-12821,CVE-2026-12821: A vulnerability was determined in FlowiseAI Flowise up to 3.1.2. The impacted elemen,6.3,,MEDIUM,6.332,NO,PRELIMINARY,GOLD,5.0,2026-06-22T00:16:41.950,https://nvd.nist.gov/vuln/detail/CVE-2026-12821,https://nvd.nist.gov/vuln/detail/CVE-2026-12821
CVE-2026-12815,CVE-2026-12815: A vulnerability has been found in coollabsio coolify 4.0.0. Impacted is an unknown f,6.3,,MEDIUM,6.332,NO,PRELIMINARY,GOLD,5.0,2026-06-22T00:16:41.783,https://nvd.nist.gov/vuln/detail/CVE-2026-12815,https://nvd.nist.gov/vuln/detail/CVE-2026-12815
CVE-2026-12810,CVE-2026-12810: A security flaw has been discovered in Edimax BR-6478AC V2 1.23. Affected by this vu,9.0,,MEDIUM,6.332,NO,PRELIMINARY,GOLD,5.0,2026-06-21T22:16:38.900,https://nvd.nist.gov/vuln/detail/CVE-2026-12810,https://nvd.nist.gov/vuln/detail/CVE-2026-12810
CVE-2026-12809,CVE-2026-12809: A vulnerability was identified in Edimax BR-6478AC V2 1.23. Affected is the function,9.0,,MEDIUM,6.332,NO,PRELIMINARY,GOLD,5.0,2026-06-21T22:16:37.893,https://nvd.nist.gov/vuln/detail/CVE-2026-12809,https://nvd.nist.gov/vuln/detail/CVE-2026-12809
CVE-2026-12808,CVE-2026-12808: A vulnerability was determined in Edimax BR-6478AC V2 1.23. This impacts the functio,9.0,,MEDIUM,6.332,NO,PRELIMINARY,GOLD,5.0,2026-06-21T21:16:23.953,https://nvd.nist.gov/vuln/detail/CVE-2026-12808,https://nvd.nist.gov/vuln/detail/CVE-2026-12808
CVE-2026-12807,CVE-2026-12807: A vulnerability was found in Edimax BR-6478AC V2 1.23. This affects the function set,9.0,,MEDIUM,6.332,NO,PRELIMINARY,GOLD,5.0,2026-06-21T21:16:23.797,https://nvd.nist.gov/vuln/detail/CVE-2026-12807,https://nvd.nist.gov/vuln/detail/CVE-2026-12807
CVE-2026-4110,CVE-2026-4110: The ultimate-woocommerce-auction-pro WordPress plugin through 2.4.5 does not sanitise,6.1,,MEDIUM,6.14,NO,PRELIMINARY,GOLD,5.0,2026-06-22T06:16:16.790,https://nvd.nist.gov/vuln/detail/CVE-2026-4110,https://nvd.nist.gov/vuln/detail/CVE-2026-4110
CVE-2026-56236,CVE-2026-56236: Capgo CLI before 12.128.2 contains arbitrary file overwrite vulnerabilities in login,6.1,,MEDIUM,6.132,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:24.270,https://nvd.nist.gov/vuln/detail/CVE-2026-56236,https://nvd.nist.gov/vuln/detail/CVE-2026-56236
CVE-2026-12580,"CVE-2026-12580: EasyFlow .NET developed by Digiwin has a Stored Cross-Site Scripting vulnerability, ",5.4,,MEDIUM,5.44,NO,PRELIMINARY,GOLD,5.0,2026-06-22T10:16:18.120,https://nvd.nist.gov/vuln/detail/CVE-2026-12580,https://nvd.nist.gov/vuln/detail/CVE-2026-12580
CVE-2025-62198,"CVE-2025-62198: An authenticated user can perform XSS.

This issue affects Apache Atlas versions 2.4",5.4,,MEDIUM,5.432,NO,PRELIMINARY,GOLD,5.0,2026-06-22T08:16:35.257,https://nvd.nist.gov/vuln/detail/CVE-2025-62198,https://nvd.nist.gov/vuln/detail/CVE-2025-62198
CVE-2026-10530,CVE-2026-10530: The Pie Register  WordPress plugin before 3.8.4.10 does not use sufficiently random ,5.3,,MEDIUM,5.342,NO,PRELIMINARY,GOLD,5.0,2026-06-22T06:16:15.623,https://nvd.nist.gov/vuln/detail/CVE-2026-10530,https://nvd.nist.gov/vuln/detail/CVE-2026-10530
CVE-2026-7859,CVE-2026-7859: The Motors  WordPress plugin before 1.4.110 does not have proper authorisation and CS,5.3,,MEDIUM,5.34,NO,PRELIMINARY,GOLD,5.0,2026-06-22T06:16:25.437,https://nvd.nist.gov/vuln/detail/CVE-2026-7859,https://nvd.nist.gov/vuln/detail/CVE-2026-7859
CVE-2026-12822,CVE-2026-12822: A vulnerability was identified in langflow-ai langflow up to 1.9.3. This affects an ,5.3,,MEDIUM,5.34,NO,PRELIMINARY,GOLD,5.0,2026-06-22T00:16:42.103,https://nvd.nist.gov/vuln/detail/CVE-2026-12822,https://nvd.nist.gov/vuln/detail/CVE-2026-12822
CVE-2026-56316,CVE-2026-56316: Cap-go before 12.128.2 contains an information disclosure vulnerability in the OPTIO,9.8,,MEDIUM,5.34,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:25.230,https://nvd.nist.gov/vuln/detail/CVE-2026-56316,https://nvd.nist.gov/vuln/detail/CVE-2026-56316
CVE-2026-56299,CVE-2026-56299: Capgo before 12.128.2 contains an authentication bypass vulnerability in the /build/,9.1,,MEDIUM,5.332,NO,PRELIMINARY,GOLD,5.0,2026-06-21T14:16:25.107,https://nvd.nist.gov/vuln/detail/CVE-2026-56299,https://nvd.nist.gov/vuln/detail/CVE-2026-56299
CVE-2026-11373,CVE-2026-11373: Net::Statsite::Client versions through 1.1.0 for Perl allow metric injections,9.1,,MEDIUM,5.042,NO,PRELIMINARY,GOLD,5.0,2026-06-22T16:09:32Z,https://seclists.org/oss-sec/2026/q2/997,https://nvd.nist.gov/vuln/detail/CVE-2026-11373
CVE-2026-54235,CVE-2026-54235 - vLLM: temperature=NaN and temperature=Infinity bypass validation and propagate to G,5.5,,LOW,1.2263,NO,PRELIMINARY,GOLD,5.0,2026-06-22T21:59:02Z,https://cvefeed.io/vuln/detail/CVE-2026-54235,https://nvd.nist.gov/vuln/detail/CVE-2026-54235
CVE-2026-54233,CVE-2026-54233 - vLLM: OOM Denial of Service via Audio Decompression Bomb,6.5,,LOW,1.1963,NO,PRELIMINARY,GOLD,5.0,2026-06-22T22:10:45Z,https://cvefeed.io/vuln/detail/CVE-2026-54233,https://nvd.nist.gov/vuln/detail/CVE-2026-54233
CVE-2026-47155,"CVE-2026-47155 - vLLM: Artifact Pin Decay in vLLM allows pinned deployments to load unpinned code, w",6.5,,LOW,1.1663,NO,PRELIMINARY,GOLD,5.0,2026-06-22T22:20:10Z,https://cvefeed.io/vuln/detail/CVE-2026-47155,https://nvd.nist.gov/vuln/detail/CVE-2026-47155
CVE-2026-10645,CVE-2026-10645 - fs: ext2: Missing structural validation of directory entries can cause out-of-bound,6.5,,LOW,1.1643,NO,PRELIMINARY,GOLD,5.0,2026-06-22T23:48:11Z,https://cvefeed.io/vuln/detail/CVE-2026-10645,https://nvd.nist.gov/vuln/detail/CVE-2026-10645
CVE-2026-10658,CVE-2026-10658 - Bluetooth Host ISO RX Missing SDU Header Length Validation in bt_iso_recv() Leads t,5.3,,LOW,1.1438,NO,PRELIMINARY,GOLD,5.0,2026-06-22T23:58:47Z,https://cvefeed.io/vuln/detail/CVE-2026-10658,https://nvd.nist.gov/vuln/detail/CVE-2026-10658
CVE-2026-41523,CVE-2026-41523 - vLLM: Security Check Bypass via assert Statement in Activation Function Loading All,7.5,,LOW,0.74,NO,PRELIMINARY,GOLD,5.0,2026-06-22T22:18:14Z,https://cvefeed.io/vuln/detail/CVE-2026-41523,https://nvd.nist.gov/vuln/detail/CVE-2026-41523
CVE-2026-53923,CVE-2026-53923 - vLLM GGUF Kernels: int64_t to int truncation of tensor dimensions causes GPU buffer,5.5,,LOW,0.53,NO,PRELIMINARY,GOLD,5.0,2026-06-22T21:55:42Z,https://cvefeed.io/vuln/detail/CVE-2026-53923,https://nvd.nist.gov/vuln/detail/CVE-2026-53923
CVE-2026-12581,Critical: A VBScript campaign distributed through WhatsApp deploying RMM software (CVE-2026-12581),7.5,,MEDIUM,5.5,NO,PRELIMINARY,SILVER,4.5,2026-06-22T10:00:38Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12581,https://nvd.nist.gov/vuln/detail/CVE-2026-12581
CVE-2026-56228,Low Phishing (CVE-2026-56228),4.9,,LOW,3.0,NO,PRELIMINARY,SILVER,4.5,2026-06-20T16:17:06Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56228,https://nvd.nist.gov/vuln/detail/CVE-2026-56228
CVE-2026-12814,Medium: Comfast CF-WR631AX V3 API Endpoint mbox-config system os command injection (CVE-2026-12814),6.3,,MEDIUM,6.4,NO,PRELIMINARY,SILVER,4.0,2026-06-21T22:45:08Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12814,https://nvd.nist.gov/vuln/detail/CVE-2026-12814
CVE-2026-9320,Medium Remote Code Execution (CVE-2026-9320),5.9,,MEDIUM,5.7,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:16:43Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-9320,https://nvd.nist.gov/vuln/detail/CVE-2026-9320
CVE-2026-53537,Medium: Python-Multipart: Content-Disposition parameter smuggling via RFC 2231/5987 exte (CVE-2026-5,3.7,,MEDIUM,5.5,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:57:21Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-53537,https://nvd.nist.gov/vuln/detail/CVE-2026-53537
CVE-2026-55388,Medium: piscina: Prototype Pollution Gadget RCE via inherited options.filename (CVE-2026-55388),8.1,,MEDIUM,5.5,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:50:40Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-55388,https://nvd.nist.gov/vuln/detail/CVE-2026-55388
CVE-2026-56382,Medium: Craft CMS - Remote Code Execution via Missing Config Sanitization in FieldsContr (CVE-2026-5,7.2,,MEDIUM,5.4,NO,PRELIMINARY,SILVER,4.0,2026-06-21T13:26:58Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56382,https://nvd.nist.gov/vuln/detail/CVE-2026-56382
CVE-2026-12805,Medium Security Vulnerability (CVE-2026-12805),6.3,,MEDIUM,5.3,NO,PRELIMINARY,SILVER,4.0,2026-06-21T20:16:27Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12805,https://nvd.nist.gov/vuln/detail/CVE-2026-12805
CVE-2026-56346,Medium Remote Code Execution (CVE-2026-56346),6.5,,MEDIUM,5.3,NO,PRELIMINARY,SILVER,4.0,2026-06-20T19:16:24Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56346,https://nvd.nist.gov/vuln/detail/CVE-2026-56346
CVE-2026-48908,Medium Remote Code Execution (CVE-2026-48908),9.5,,MEDIUM,5.2,NO,PRELIMINARY,SILVER,4.0,2026-06-22T09:31:27Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-48908,https://nvd.nist.gov/vuln/detail/CVE-2026-48908
CVE-2026-54282,Medium: Starlette: Unvalidated request path concatenated into authority poisons request (CVE-2026-54,3.7,,MEDIUM,5.1,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:45:01Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-54282,https://nvd.nist.gov/vuln/detail/CVE-2026-54282
CVE-2026-10658,Medium: Bluetooth Host ISO RX Missing SDU Header Length Validation in bt_iso_recv() Lead (CVE-2026-1,5.3,,MEDIUM,5.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T23:58:47Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-10658,https://nvd.nist.gov/vuln/detail/CVE-2026-10658
CVE-2026-54290,Medium: Hono: CORS Middleware reflects any Origin with credentials when `origin` default (CVE-2026-5,7.1,,MEDIUM,4.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T17:15:35Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-54290,https://nvd.nist.gov/vuln/detail/CVE-2026-54290
CVE-2026-10789,Medium: MCP Extension Code Injection Vulnerability in Autodesk Fusion Desktop (CVE-2026-10789),9.6,,MEDIUM,4.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T17:15:25Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-10789,https://nvd.nist.gov/vuln/detail/CVE-2026-10789
CVE-2026-8918,Medium: ASUS Armoury Crate Local Privilege Escalation via Arbitrary Memory Corruption (CVE-2026-8918,7.5,,MEDIUM,4.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T02:00:12Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-8918,https://nvd.nist.gov/vuln/detail/CVE-2026-8918
CVE-2026-12823,Medium: Browserbase Autobrowse Trace Artifact default permission (CVE-2026-12823),3.3,,MEDIUM,4.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T23:45:08Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12823,https://nvd.nist.gov/vuln/detail/CVE-2026-12823
CVE-2026-12804,Medium: lemonldap-ng SAML Common Domain Cookie Endpoint CDC.pm redirect (CVE-2026-12804),4.3,,MEDIUM,4.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T18:30:07Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12804,https://nvd.nist.gov/vuln/detail/CVE-2026-12804
CVE-2026-56378,Medium: ImageMagick - Heap Out-of-Bounds Read in PCD Decoder (CVE-2026-56378),3.7,,MEDIUM,4.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T13:26:57Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56378,https://nvd.nist.gov/vuln/detail/CVE-2026-56378
CVE-2026-12770,Medium: BerriAI litellm Admin Key key_management_endpoints.py improper authorization (CVE-2026-12770,5.4,,MEDIUM,4.0,NO,PRELIMINARY,SILVER,4.0,2026-06-21T00:15:08Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-12770,https://nvd.nist.gov/vuln/detail/CVE-2026-12770
CVE-2026-56319,Medium: Capgo - App Existence Oracle via GET /statistics/app/:app_id (CVE-2026-56319),4.3,,MEDIUM,4.0,NO,PRELIMINARY,SILVER,4.0,2026-06-20T15:24:48Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56319,https://nvd.nist.gov/vuln/detail/CVE-2026-56319
CVE-2026-54267,Low Phishing (CVE-2026-54267),7.5,,LOW,3.0,NO,PRELIMINARY,SILVER,4.0,2026-06-22T16:16:39Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-54267,https://nvd.nist.gov/vuln/detail/CVE-2026-54267
CVE-2026-56341,Low: AVideo - Unauthenticated Access to Payment Log DataTables Endpoints via list.jso (CVE-2026-5634,7.5,,LOW,3.0,NO,PRELIMINARY,SILVER,4.0,2026-06-20T18:27:10Z,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2026-56341,https://nvd.nist.gov/vuln/detail/CVE-2026-56341
